IRR,Request Count,Mean Latency (for window),99th Latency
0.0,84784,9.399349908933289,182.42444109999994
0.0,137427,19.120263615314474,273.1912677599988
0.0,137440,47716.64724081818,106813.39673699999
0.0,137447,129069.79595914285,195350.335626
0.0,171766,67.71827133817143,182.38064615000243
0.0,171910,65034.3881568125,314200.948139
0.0,174600,676.2202895589112,54.484003320001115
0.0,180242,385.9898195528029,83.66149902999759
0.0,180254,258748.43289385713,444891.438827
0.0,187540,446.4397025609166,75.6802056399989
0.0,196173,369.6365069996475,89.53709593999962
0.0,201292,655.8181386497363,64.81647000000034
